食品名,エネルギーkcal,たんぱく質,脂質,炭水化物,食塩相当量,,,,,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,382.0 ,6.2 ,26.3 ,35.1 ,0.8 ,,,,,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,440.0 ,6.5 ,34.0 ,33.2 ,0.5 ,,,,,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,330.0 ,6.0 ,15.6 ,44.9 ,0.5 ,,,,,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,323.0 ,6.0 ,15.7 ,42.9 ,0.5 ,,,,,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,384.0 ,6.5 ,21.3 ,46.1 ,0.3 ,,,,,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,387.0 ,6.6 ,22.0 ,45.2 ,0.4 ,,,,,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,304.0 ,5.8 ,19.3 ,31.2 ,0.5 ,,,,,,,
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,417.0 ,7.3 ,29.6 ,36.6 ,0.5 ,,,,,,,
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,379.0 ,7.2 ,20.2 ,43.9 ,0.8 ,,,,,,,
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,341.0 ,6.8 ,12.6 ,52.2 ,0.5 ,,,,,,,
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,341.0 ,7.0 ,13.0 ,51.5 ,0.6 ,,,,,,,
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,371.0 ,7.7 ,18.9 ,44.6 ,0.6 ,,,,,,,
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,367.0 ,7.2 ,11.7 ,60.2 ,0.4 ,,,,,,,
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,353.0 ,8.3 ,5.4 ,63.7 ,0.3 ,,,,,,,
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,355.0 ,8.6 ,5.7 ,63.1 ,0.3 ,,,,,,,
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,375.0 ,9.6 ,10.5 ,56.7 ,0.4 ,,,,,,,
＜ケーキ・ペストリー類＞　パイ　パイ皮,373.0 ,5.0 ,25.4 ,36.4 ,1.0 ,,,,,,,
＜ケーキ・ペストリー類＞　パイ　アップルパイ,294.0 ,4.0 ,17.5 ,32.8 ,0.4 ,,,,,,,
＜ケーキ・ペストリー類＞　パイ　ミートパイ,381.0 ,9.7 ,29.9 ,22.2 ,1.1 ,,,,,,,
＜ケーキ・ペストリー類＞　バターケーキ,422.0 ,5.8 ,25.3 ,48.0 ,0.6 ,,,,,,,
＜ケーキ・ペストリー類＞　ホットケーキ,253.0 ,7.7 ,5.4 ,45.3 ,0.7 ,,,,,,,
＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,241.0 ,7.3 ,7.9 ,38.1 ,0.2 ,,,,,,,
＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,279.0 ,4.9 ,4.2 ,57.3 ,0.1 ,,,,,,,
＜デザート菓子類＞　カスタードプリン,116.0 ,5.7 ,5.5 ,14.0 ,0.2 ,,,,,,,
＜デザート菓子類＞　牛乳寒天,61.0 ,1.1 ,1.3 ,12.2 ,0,,,,,,,
＜デザート菓子類＞　こんにゃくゼリー,65.0 ,0,0.1 ,16.4 ,0.1 ,,,,,,,
＜デザート菓子類＞　ゼリー　オレンジ,80.0 ,2.1 ,0.1 ,19.8 ,0,,,,,,,
＜デザート菓子類＞　ゼリー　コーヒー,43.0 ,1.6 ,0,10.3 ,0,,,,,,,
＜デザート菓子類＞　ゼリー　ミルク,103.0 ,4.3 ,3.7 ,14.4 ,0.1 ,,,,,,,
＜デザート菓子類＞　ゼリー　ワイン,65.0 ,1.7 ,0,13.2 ,0,,,,,,,
＜デザート菓子類＞　ババロア,204.0 ,5.6 ,12.9 ,19.9 ,0.1 ,,,,,,,
＜ビスケット類＞　ウエハース,439.0 ,7.6 ,13.6 ,75.3 ,1.2 ,,,,,,,
＜ビスケット類＞　ウエハース　クリーム入り,492.0 ,7.5 ,21.8 ,65.5 ,0.9 ,,,,,,,
＜ビスケット類＞　クラッカー　オイルスプレークラッカー,481.0 ,8.5 ,22.5 ,63.9 ,1.5 ,,,,,,,
＜ビスケット類＞　クラッカー　ソーダクラッカー,421.0 ,10.4 ,9.8 ,74.4 ,1.9 ,,,,,,,
＜ビスケット類＞　サブレ,459.0 ,6.1 ,16.6 ,73.5 ,0.2 ,,,,,,,
＜ビスケット類＞　中華風クッキー,513.0 ,5.1 ,29.5 ,61.8 ,0.2 ,,,,,,,
＜ビスケット類＞　ビスケット　ハードビスケット,422.0 ,7.6 ,10.0,77.8 ,0.8 ,,,,,,,
＜ビスケット類＞　ビスケット　ソフトビスケット,512.0 ,5.7 ,27.6 ,62.6 ,0.6 ,,,,,,,
＜ビスケット類＞　プレッツェル,465.0 ,9.9 ,18.6 ,68.2 ,1.9 ,,,,,,,
＜ビスケット類＞　リーフパイ,558.0 ,5.8 ,35.5 ,55.8 ,0.1 ,,,,,,,
＜ビスケット類＞　ロシアケーキ,486.0 ,5.8 ,23.4 ,65.8 ,0.5 ,,,,,,,
＜スナック類＞　小麦粉あられ,472.0 ,7.6 ,19.5 ,68.8 ,1.8 ,,,,,,,
＜スナック類＞　コーンスナック,516.0 ,5.2 ,27.1 ,65.3 ,1.2 ,,,,,,,
＜スナック類＞　ポテトチップス　ポテトチップス,541.0 ,4.7 ,35.2 ,54.7 ,1.0,,,,,,,
＜スナック類＞　ポテトチップス　成形ポテトチップス,515.0 ,5.8 ,32.0,57.3 ,0.9 ,,,,,,,
＜キャンデー類＞　かわり玉,392.0 ,0,0,99.5 ,0,,,,,,,
＜キャンデー類＞　キャラメル,426.0 ,4.0 ,11.7 ,77.9 ,0.3 ,,,,,,,
＜キャンデー類＞　ゼリーキャンデー,334.0 ,Tr,0,83.9 ,0,,,,,,,
＜キャンデー類＞　ゼリービーンズ,358.0 ,Tr,Tr,90.4 ,0,,,,,,,
＜キャンデー類＞　ドロップ,389.0 ,0,0,98.0 ,0,,,,,,,
＜キャンデー類＞　バタースコッチ,414.0 ,Tr,6.5 ,91.0 ,0.4 ,,,,,,,
＜キャンデー類＞　ブリットル,506.0 ,12.6 ,26.5 ,58.1 ,0.2 ,,,,,,,
＜キャンデー類＞　マシュマロ,324.0 ,2.1 ,0,79.3 ,0,,,,,,,
＜キャンデー類＞　ラムネ,373.0 ,0,0.5 ,92.2 ,0.2 ,,,,,,,
＜チョコレート類＞　アーモンドチョコレート,562.0 ,11.4 ,40.4 ,43.3 ,0.1 ,,,,,,,
＜チョコレート類＞　カバーリングチョコレート,488.0 ,7.1 ,24.3 ,64.2 ,0.3 ,,,,,,,
＜チョコレート類＞　ホワイトチョコレート,588.0 ,7.2 ,39.5 ,50.9 ,0.2 ,,,,,,,
＜チョコレート類＞　ミルクチョコレート,550.0 ,6.9 ,34.1 ,55.8 ,0.2 ,,,,,,,
＜果実菓子類＞　マロングラッセ,303.0 ,1.1 ,0.3 ,77.4 ,0.1 ,,,,,,,
＜チューインガム類＞　板ガム,388.0 ,0,0,96.9 ,0,,,,,,,
＜チューインガム類＞　糖衣ガム,390.0 ,0,0,97.6 ,0,,,,,,,
＜チューインガム類＞　風船ガム,387.0 ,0,0,96.7 ,0,,,,,,,
＜その他＞　カスタードクリーム,174.0 ,5.1 ,7.6 ,24.8 ,0.1 ,,,,,,,
＜その他＞　しるこ　こしあん,211.0 ,4.7 ,0.3 ,48.7 ,0,,,,,,,
＜その他＞　しるこ　つぶしあん,179.0 ,4.2 ,0.4 ,40.5 ,0.1 ,,,,,,,
＜その他＞　チョコレートクリーム,481.0 ,4.6 ,32.0 ,47.3 ,0.5 ,,,,,,,
＜アルコール飲料類＞　醸造酒類　清酒　普通酒,107.0 ,0.4 ,Tr,4.9 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　清酒　純米酒,102.0 ,0.4 ,Tr,3.6 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　清酒　本醸造酒,106.0 ,0.4 ,0,4.5 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　清酒　吟醸酒,103.0 ,0.3 ,0,3.6 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　清酒　純米吟醸酒,102.0 ,0.4 ,0,4.1 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　ビール　淡色,39.0 ,0.3 ,0,3.1 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　ビール　黒,45.0 ,0.4 ,Tr,3.6 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　ビール　スタウト,62.0 ,0.5 ,Tr,4.9 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　発泡酒,44.0 ,0.1 ,0,3.6 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　ぶどう酒　白,75.0 ,0.1 ,Tr,2.0,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　ぶどう酒　赤,68.0 ,0.2 ,Tr,1.5 ,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　ぶどう酒　ロゼ,71.0 ,0.1 ,Tr,4.0,0,,,,,,,
＜アルコール飲料類＞　醸造酒類　紹興酒,126.0 ,1.7 ,Tr,5.1 ,0,,,,,,,
＜アルコール飲料類＞　蒸留酒類　しょうちゅう　連続式蒸留しょうちゅう,203.0 ,0,0,0,0.0 ,,,,,,,
＜アルコール飲料類＞　蒸留酒類　しょうちゅう　単式蒸留しょうちゅう,144.0 ,0,0,0,-,,,,,,,
＜アルコール飲料類＞　蒸留酒類　しょうちゅう　泡盛,206.0 ,Tr,Tr,0,0,,,,,,,
＜アルコール飲料類＞　蒸留酒類　ウイスキー,234.0 ,0,0,0,0,,,,,,,
＜アルコール飲料類＞　蒸留酒類　ブランデー,234.0 ,0,0,0,0,,,,,,,
＜アルコール飲料類＞　蒸留酒類　ウオッカ,237.0 ,0,0,Tr,0,,,,,,,
＜アルコール飲料類＞　蒸留酒類　ジン,280.0 ,0,Tr,0.1 ,0,,,,,,,
＜アルコール飲料類＞　蒸留酒類　ラム,237.0 ,0,Tr,0.1 ,0,,,,,,,
＜アルコール飲料類＞　蒸留酒類　マオタイ酒,317.0 ,0,0,0,0,,,,,,,
＜アルコール飲料類＞　混成酒類　梅酒,155.0 ,0.1 ,Tr,20.7 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　合成清酒,108.0 ,0.1 ,0,5.3 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　白酒,236.0 ,1.9 ,Tr,48.1 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　みりん　本みりん,241.0 ,0.3 ,Tr,43.2 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　みりん　本直し,179.0 ,0.1 ,Tr,14.4 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　薬味酒,181.0 ,Tr,Tr,26.8 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　キュラソー,319.0 ,Tr,Tr,26.4 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　スイートワイン,125.0 ,0.1 ,0,13.4 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　ペパーミント,300.0 ,0,0,37.6 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　ベルモット　甘口タイプ,151.0 ,0.1 ,0,16.4 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　ベルモット　辛口タイプ,113.0 ,0.1 ,0,3.7 ,0,,,,,,,
＜アルコール飲料類＞　混成酒類　缶チューハイ　レモン風味,51.0 ,0,Tr,2.9 ,0,,,,,,,
＜茶類＞　緑茶類　玉露　茶,241.0 ,29.1 ,4.1 ,43.9 ,0,,,,,,,
＜茶類＞　緑茶類　玉露　浸出液,5.0 ,1.3 ,0.0 ,Tr,0,,,,,,,
＜茶類＞　緑茶類　抹茶　茶,237.0 ,29.6 ,5.3 ,39.5 ,0,,,,,,,
＜茶類＞　緑茶類　せん茶　茶,229.0 ,24.5 ,4.7 ,47.7 ,0,,,,,,,
＜茶類＞　緑茶類　せん茶　浸出液,2.0 ,0.2 ,0.0 ,0.2 ,0,,,,,,,
＜茶類＞　緑茶類　かまいり茶　浸出液,1.0 ,0.1 ,0.0 ,Tr,0,,,,,,,
＜茶類＞　緑茶類　番茶　浸出液,0.0 ,Tr,0.0 ,0.1 ,0,,,,,,,
＜茶類＞　緑茶類　ほうじ茶　浸出液,0.0 ,Tr,0.0 ,0.1 ,0,,,,,,,
＜茶類＞　緑茶類　玄米茶　浸出液,0.0 ,0,0.0 ,0,0,,,,,,,
＜茶類＞　発酵茶類　ウーロン茶　浸出液,0.0 ,Tr,0.0 ,0.1 ,0,,,,,,,
＜茶類＞　発酵茶類　紅茶　茶,234.0 ,20.3 ,2.5 ,51.7 ,0,,,,,,,
＜茶類＞　発酵茶類　紅茶　浸出液,1.0 ,0.1 ,0.0 ,0.1 ,0,,,,,,,
＜コーヒー・ココア類＞　コーヒー　浸出液,4.0 ,0.2 ,Tr,0.7 ,0,,,,,,,
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287.0 ,14.7 ,0.3 ,56.5 ,0.1 ,,,,,,,
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38.0 ,0.7 ,0.3 ,8.2 ,0.1 ,,,,,,,
＜コーヒー・ココア類＞　ココア　ピュアココア,386.0 ,18.5 ,21.6 ,42.4 ,0,,,,,,,
＜コーヒー・ココア類＞　ココア　ミルクココア,400.0 ,7.4 ,6.8 ,80.4 ,0.7 ,,,,,,,
＜その他＞　青汁　ケール,312.0 ,13.8 ,4.4 ,70.2 ,0.6 ,,,,,,,
＜その他＞　甘酒,76.0 ,1.7 ,0.1 ,18.3 ,0.2 ,,,,,,,
＜その他＞　昆布茶,173.0 ,5.2 ,0.2 ,42.0,51.3 ,,,,,,,
＜その他＞　スポーツドリンク,21.0 ,0,Tr,5.1 ,0.1 ,,,,,,,
＜その他＞　炭酸飲料類　果実色飲料,51.0 ,Tr,Tr,12.8 ,0,,,,,,,
＜その他＞　炭酸飲料類　コーラ,46.0 ,0.1 ,Tr,11.4 ,0,,,,,,,
＜その他＞　炭酸飲料類　サイダー,41.0 ,Tr,Tr,10.2 ,0,,,,,,,
＜その他＞　炭酸飲料類　ビール風味炭酸飲料,5.0 ,0.1 ,Tr,1.2 ,0,,,,,,,
＜その他＞　なぎなたこうじゅ　浸出液,0.0 ,0,Tr,Tr,0,,,,,,,
＜その他＞　麦茶　浸出液,1.0 ,Tr,0.0 ,0.3 ,0,,,,,,,
＜調味料類＞　ウスターソース類　ウスターソース,117.0 ,1.0,0.1 ,27.1 ,8.5 ,,,,,,,
＜調味料類＞　ウスターソース類　中濃ソース,129.0 ,0.8 ,0.1 ,30.9 ,5.8 ,,,,,,,
＜調味料類＞　ウスターソース類　濃厚ソース,130.0 ,0.9 ,0.1 ,30.9 ,5.6 ,,,,,,,
＜調味料類＞　ウスターソース類　お好み焼きソース,144.0 ,1.6 ,0.1 ,33.7 ,4.9 ,,,,,,,
＜調味料類＞　辛味調味料類　トウバンジャン,49.0 ,2.0,2.3 ,7.9 ,17.8 ,,,,,,,
＜調味料類＞　辛味調味料類　チリペッパーソース,58.0 ,0.7 ,0.5 ,12.8 ,1.6 ,,,,,,,
＜調味料類＞　辛味調味料類　ラー油,887.0 ,0.1 ,99.8 ,Tr,0,,,,,,,
＜調味料類＞　しょうゆ類　こいくちしょうゆ,76.0 ,7.7 ,0,7.9 ,14.5 ,,,,,,,
＜調味料類＞　しょうゆ類　こいくちしょうゆ　減塩,68.0 ,8.1 ,Tr,9.0,8.3 ,,,,,,,
＜調味料類＞　しょうゆ類　うすくちしょうゆ,60.0 ,5.7 ,0,5.8 ,16.0,,,,,,,
＜調味料類＞　しょうゆ類　うすくちしょうゆ　低塩,77.0 ,6.4 ,Tr,7.6 ,12.8 ,,,,,,,
＜調味料類＞　しょうゆ類　たまりしょうゆ,111.0 ,11.8 ,0,15.9 ,13.0,,,,,,,
＜調味料類＞　しょうゆ類　さいしこみしょうゆ,101.0 ,9.6 ,0,15.9 ,12.4 ,,,,,,,
＜調味料類＞　しょうゆ類　しろしょうゆ,86.0 ,2.5 ,0,19.2 ,14.2 ,,,,,,,
＜調味料類＞　しょうゆ類　だししょうゆ,39.0 ,4.0 ,0,4.1 ,7.3 ,,,,,,,
＜調味料類＞　しょうゆ類　照りしょうゆ,172.0 ,2.4 ,0,35.7 ,4.0 ,,,,,,,
＜調味料類＞　食塩類　食塩,0.0 ,0,0,0,99.5 ,,,,,,,
＜調味料類＞　食塩類　並塩,0.0 ,0,0,0,97.3 ,,,,,,,
＜調味料類＞　食塩類　減塩タイプ食塩　調味料含む,50.0 ,0.0 ,0.0 ,16.7 ,49.4 ,,,,,,,
＜調味料類＞　食塩類　減塩タイプ食塩　調味料不使用,0.0 ,0.0 ,0.0 ,0,45.7 ,,,,,,,
＜調味料類＞　食塩類　精製塩　家庭用,0.0 ,0,0,0,99.6 ,,,,,,,
＜調味料類＞　食塩類　精製塩　業務用,0.0 ,0,0,0,99.6 ,,,,,,,
＜調味料類＞　食酢類　黒酢,54.0 ,1.0,0,9.0,0,,,,,,,
＜調味料類＞　食酢類　穀物酢,25.0 ,0.1 ,0,2.4 ,0,,,,,,,
＜調味料類＞　食酢類　米酢,46.0 ,0.2 ,0,7.4 ,0,,,,,,,
＜調味料類＞　食酢類　果実酢　バルサミコ酢,99.0 ,0.5 ,0,19.4 ,0.1 ,,,,,,,
＜調味料類＞　食酢類　果実酢　ぶどう酢,22.0 ,0.1 ,Tr,1.2 ,0,,,,,,,
＜調味料類＞　食酢類　果実酢　りんご酢,26.0 ,0.1 ,0,2.4 ,0,,,,,,,
＜調味料類＞　だし類　あごだし,0.0 ,0.1 ,0,0,0,,,,,,,
＜調味料類＞　だし類　かつおだし　荒節,2.0 ,0.4 ,Tr,0,0.1 ,,,,,,,
＜調味料類＞　だし類　かつおだし　本枯れ節,2.0 ,0.5 ,0,Tr,0.1 ,,,,,,,
＜調味料類＞　だし類　昆布だし　水出し,4.0 ,0.1 ,Tr,0.9 ,0.2 ,,,,,,,
＜調味料類＞　だし類　昆布だし　煮出し,5.0 ,0.1 ,0,1.3 ,0.2 ,,,,,,,
＜調味料類＞　だし類　かつお・昆布だし　荒節・昆布だし,2.0 ,0.3 ,Tr,0.3 ,0.1 ,,,,,,,
＜調味料類＞　だし類　かつお・昆布だし　本枯れ節・昆布だし,2.0 ,0.3 ,0,0.4 ,0.1 ,,,,,,,
＜調味料類＞　だし類　しいたけだし,4.0 ,0.1 ,0,0.9 ,0,,,,,,,
＜調味料類＞　だし類　煮干しだし,1.0 ,0.1 ,0.1 ,Tr,0.1 ,,,,,,,
＜調味料類＞　だし類　鶏がらだし,7.0 ,0.9 ,0.4 ,Tr,0.1 ,,,,,,,
＜調味料類＞　だし類　中華だし,3.0 ,0.8 ,0,Tr,0.1 ,,,,,,,
＜調味料類＞　だし類　洋風だし,6.0 ,1.3 ,0,0.3 ,0.5 ,,,,,,,
＜調味料類＞　だし類　固形ブイヨン,233.0 ,7.0,4.3 ,42.1 ,43.2 ,,,,,,,
＜調味料類＞　だし類　顆粒おでん用,166.0 ,9.6 ,0.1 ,31.7 ,56.4 ,,,,,,,
＜調味料類＞　だし類　顆粒中華だし,210.0 ,12.6 ,1.6 ,36.6 ,47.5 ,,,,,,,
＜調味料類＞　だし類　顆粒和風だし,223.0 ,24.2 ,0.3 ,31.1 ,40.6 ,,,,,,,
＜調味料類＞　だし類　なべつゆ　ストレート　しょうゆ味,20.0 ,1.0 ,0,4.1 ,1.8 ,,,,,,,
＜調味料類＞　だし類　めんつゆ　ストレート,44.0 ,2.2 ,0,8.7 ,3.3 ,,,,,,,
＜調味料類＞　だし類　めんつゆ　二倍濃縮,71.0 ,3.4 ,0,14.4 ,6.6 ,,,,,,,
＜調味料類＞　だし類　めんつゆ　三倍濃縮,98.0 ,4.5 ,0,20.0,9.9 ,,,,,,,
＜調味料類＞　だし類　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,157.0 ,3.3 ,11.7 ,9.9 ,17.1 ,,,,,,,
＜調味料類＞　だし類　ラーメンスープ　濃縮　みそ味　ストレートみそ味,187.0 ,6.4 ,11.0 ,16.8 ,16.5 ,,,,,,,
＜調味料類＞　調味ソース類　甘酢,116.0 ,0.1 ,0,28.4 ,1.2 ,,,,,,,
＜調味料類＞　調味ソース類　エビチリの素,54.0 ,1.2 ,1.4 ,9.5 ,1.8 ,,,,,,,
＜調味料類＞　調味ソース類　オイスターソース,105.0 ,7.7 ,0.3 ,18.3 ,11.4 ,,,,,,,
＜調味料類＞　調味ソース類　黄身酢,219.0 ,6.3 ,13.1 ,20.0 ,5.7 ,,,,,,,
＜調味料類＞　調味ソース類　魚醤油　いかなごしょうゆ,64.0 ,13.9 ,0,2.1 ,21.2 ,,,,,,,
＜調味料類＞　調味ソース類　魚醤油　いしる　いしり,67.0 ,12.8 ,0,4.2 ,21.9 ,,,,,,,
＜調味料類＞　調味ソース類　魚醤油　しょっつる,29.0 ,6.1 ,0,1.1 ,24.3 ,,,,,,,
＜調味料類＞　調味ソース類　魚醤油　ナンプラー,47.0 ,9.1 ,0.1 ,2.7 ,22.9 ,,,,,,,
＜調味料類＞　調味ソース類　ごま酢,212.0 ,4.0 ,8.0 ,29.9 ,1.7 ,,,,,,,
＜調味料類＞　調味ソース類　ごまだれ,282.0 ,7.2 ,15.1 ,29.2 ,4.3 ,,,,,,,
＜調味料類＞　調味ソース類　三杯酢,85.0 ,0.9 ,0,17.8 ,2.0 ,,,,,,,
＜調味料類＞　調味ソース類　二杯酢,59.0 ,3.5 ,0,7.6 ,6.4 ,,,,,,,
＜調味料類＞　調味ソース類　すし酢　ちらし・稲荷用,150.0 ,0.1 ,0,34.9 ,6.5 ,,,,,,,
＜調味料類＞　調味ソース類　すし酢　にぎり用,70.0 ,0.2 ,0,14.3 ,9.8 ,,,,,,,
＜調味料類＞　調味ソース類　すし酢　巻き寿司・箱寿司用,107.0 ,0.1 ,0,23.8 ,8.6 ,,,,,,,
＜調味料類＞　調味ソース類　中華風合わせ酢,153.0 ,3.0 ,3.4 ,24.8 ,5.5 ,,,,,,,
＜調味料類＞　調味ソース類　デミグラスソース,82.0 ,2.9 ,3.0,11.0,1.3 ,,,,,,,
＜調味料類＞　調味ソース類　テンメンジャン,249.0 ,8.5 ,7.7 ,38.1 ,7.3 ,,,,,,,
＜調味料類＞　調味ソース類　冷やし中華のたれ,114.0 ,2.1 ,1.2 ,23.1 ,5.8 ,,,,,,,
＜調味料類＞　調味ソース類　ホワイトソース,99.0 ,1.8 ,6.2 ,9.2 ,1.0,,,,,,,
＜調味料類＞　調味ソース類　ぽん酢しょうゆ,49.0 ,3.4 ,0.1 ,7.4 ,5.8 ,,,,,,,
＜調味料類＞　調味ソース類　ぽん酢しょうゆ　市販品,59.0 ,3.7 ,0,10.8 ,7.8 ,,,,,,,
＜調味料類＞　調味ソース類　マーボー豆腐の素,115.0 ,4.2 ,6.3 ,10.4 ,3.6 ,,,,,,,
＜調味料類＞　調味ソース類　マリネ液,66.0 ,0.1 ,0,10.9 ,0.9 ,,,,,,,
＜調味料類＞　調味ソース類　ミートソース,96.0 ,3.8 ,5.0,10.1 ,1.5 ,,,,,,,
＜調味料類＞　調味ソース類　焼きそば粉末ソース,248.0 ,5.6 ,0.7 ,62.4 ,30.6 ,,,,,,,
＜調味料類＞　調味ソース類　焼き鳥のたれ,131.0 ,3.3 ,0,28.5 ,5.8 ,,,,,,,
＜調味料類＞　調味ソース類　焼き肉のたれ,164.0 ,4.3 ,2.2 ,32.3 ,8.3 ,,,,,,,
＜調味料類＞　調味ソース類　みたらしのたれ,127.0 ,0.9 ,0,30.8 ,1.7 ,,,,,,,
＜調味料類＞　調味ソース類　ゆずこしょう,37.0 ,1.3 ,0.8 ,9.3 ,25.2 ,,,,,,,
＜調味料類＞　トマト加工品類　トマトピューレー,44.0 ,1.9 ,0.1 ,9.9 ,0,,,,,,,
＜調味料類＞　トマト加工品類　トマトペースト,94.0 ,3.8 ,0.1 ,22.0,0.1 ,,,,,,,
＜調味料類＞　トマト加工品類　トマトケチャップ,104.0 ,1.6 ,0.2 ,27.6 ,3.1 ,,,,,,,
＜調味料類＞　トマト加工品類　トマトソース,41.0 ,2.0,0.2 ,8.5 ,0.6 ,,,,,,,
＜調味料類＞　トマト加工品類　チリソース,112.0 ,1.8 ,0.1 ,26.3 ,3.0,,,,,,,
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズ　全卵型,668.0 ,1.4 ,76.0,3.6 ,1.9 ,,,,,,,
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズ　卵黄型,668.0 ,2.5 ,74.7 ,0.6 ,2.0,,,,,,,
＜調味料類＞　ドレッシング類　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,262.0 ,2.9 ,28.3 ,3.3 ,3.9 ,,,,,,,
＜調味料類＞　ドレッシング類　分離液状ドレッシング　フレンチドレッシング　分離液状,325.0 ,Tr,31.5 ,12.4 ,6.3 ,,,,,,,
＜調味料類＞　ドレッシング類　分離液状ドレッシング　和風ドレッシング　分離液状,179.0 ,1.9 ,14.5 ,9.3 ,3.5 ,,,,,,,
＜調味料類＞　ドレッシング類　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,83.0 ,3.1 ,0.1 ,16.1 ,7.4 ,,,,,,,
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　ごまドレッシング,399.0 ,2.7 ,38.3 ,15.0 ,4.4 ,,,,,,,
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　サウザンアイランドドレッシング,392.0 ,0.3 ,39.2 ,12.8 ,3.0 ,,,,,,,
＜調味料類＞　ドレッシング類　乳化液状ドレッシング　フレンチドレッシング　乳化液状,376.0 ,0.1 ,38.8 ,9.3 ,6.4 ,,,,,,,
＜調味料類＞　みそ類　米みそ　甘みそ,206.0 ,9.7 ,3.0,37.9 ,6.1 ,,,,,,,
＜調味料類＞　みそ類　米みそ　淡色辛みそ,182.0 ,12.5 ,6.0,21.9 ,12.4 ,,,,,,,
＜調味料類＞　みそ類　米みそ　赤色辛みそ,178.0 ,13.1 ,5.5 ,21.1 ,13.0,,,,,,,
＜調味料類＞　みそ類　米みそ　だし入りみそ,167.0 ,11.0,5.6 ,20.6 ,11.9 ,,,,,,,
＜調味料類＞　みそ類　米みそ　だし入りみそ　減塩,164.0 ,10.3 ,5.1 ,22.2 ,9.7 ,,,,,,,
＜調味料類＞　みそ類　麦みそ,184.0 ,9.7 ,4.3 ,30.0,10.7 ,,,,,,,
＜調味料類＞　みそ類　豆みそ,207.0 ,17.2 ,10.5 ,14.5 ,10.9 ,,,,,,,
＜調味料類＞　みそ類　減塩みそ,190.0 ,11.0,5.9 ,25.7 ,10.7 ,,,,,,,
＜調味料類＞　みそ類　即席みそ　粉末タイプ,321.0 ,21.9 ,9.3 ,43.0,20.6 ,,,,,,,
